reviewerID,asin,overall,verified,reviewTime,reviewText,summary
A3UM9ORKBZJR0F,1859602835,5.0,True,"01 26, 2011",It is my first experience of ordering goods from Amoson and it will not be my last. Excelent service and communication. Received goods in perfect condition before the estimated time of arival. I am a very satisfied and imprest customer.,Hayns BMW Motorcycle Manual
A233VZI6VQPCI3,1859602835,5.0,True,"07 26, 2010","The purpose of the purchase of the Haynes manual was to get maintenance information on a particular model, the R65, such as fluid capacities, the location of the oil filter, wiring chart, etc.  It is quite informative on these matters, with useful photos. Rob Real",Good BMW motorcyle repair book.
A3DGE6U2OK7FN2,1859602835,5.0,False,"03 4, 2010","This is the third manual I have for my BMW R65LS motorcycle.  I have used Haynes manuals extensively in the past.  It is a typical Haynes manual - concise, compact and easy to follow.  Some might find the format a bit ""tight"" compared to a Clymer or factory manual.  However all the required information is there.  Electrical diagrams are in colour.  Photographs and diagrams are clear - if a bit small.  Instructions are easy to follow.  Some may find the Haynes physically easier to use with its hard cover and more compact format than a Clymer.  I prefer the Clymer for its layout and its diagrams and photographs.  There are simply more of them.  It is a great manual for the price.  If you can afford it - get both manuals.",Haynes BMW R Manual Review
A35AAX7JZ9NAM1,1859602835,4.0,True,"09 15, 2009","Haynes manuals are generally well thought out and illustrated based on a complete tear-down and expert rebuild.  Haynes has been doing this for many diverse vehicles from cars motos and tractors for many years and have developed an excellent formula for presenting this information so it is useful to all owners from never get your hands dirty to expert mechanics.  For me it is presented in a more intelligible format than other manuals eg. Chilton and even factory shop manuals, for this amateur mechanic.",well thought out manual
A1X9TRCV215VGY,1859602835,5.0,True,"03 8, 2009","When I received the Haynes BMW service and repair manual I was surprised and pleased to find it much improved over the older versions. More diagrams, photos, and better explanations. Excellent manual.",Haynes motorcycle repair manuals are great.
A11362T2XCUP76,1859602835,4.0,False,"03 15, 2007",I purchased this book for my husband. He believes this is a great book for anyone that owns a BMW Twin Motorcycle to add to your collection for any work you might want to do on your own bike.,Very Good!
A1Y587LCKCSJR5,1859602835,2.0,False,"03 20, 2004",Buy the Clymer manual instead: it is far more comprehensive and much better illustrated. The modest extra cost is well worth paying!,Sooner or later you will regret this purchase
AP3FEG53VAM7Q,1859602835,4.0,True,"02 17, 2015",A good back up book for researching and resolving mechanical problems,Four Stars
A3JBNAZ1K3AUCJ,1859602835,4.0,True,"10 20, 2014",This is good. If I get enough different manuals maybe I have a chance of getting a running start on motorcycle maintenance.,This is good. If I get enough different manuals maybe I ...
A1WCAENYF1U0XG,1859602835,4.0,True,"08 22, 2014",Good Book. Emile K,Four Stars
A3U9FDNOZRKY8V,1859602835,5.0,True,"03 23, 2014",If you owned one you need to get this to make everything else smoother on the bike in the future.,The must have BMW Bike Repair Bible
AFLG0E3NV50OT,1859602835,4.0,True,"02 12, 2014","Nice photos, easy to see how to get the beast back together. Beware; I have heard some specifications are a little off,in some versions, so I always double check things, like torque and clearance, on Google try looking for Snowbum's tech pages. They go great with the book.",Handy help guide for a great bike.
A1M6O29D40YOM5,1859602835,4.0,True,"09 21, 2013","I'm restoring a '76 R90/6, purchased with the original owners manual and a vintage 1955-1975 Clymer shop manual from the original owner. So purchased the Haynes. Very helpful, but I ended up buying a new Clymer manual as well for additional detail.","Good, not quite enough"
AS8IB44X7M4DE,1859602835,3.0,True,"07 11, 2013",Needed more info than was in Haynes. Good for a lot of work but I'm down to the frame and needed more.,Had to get Clymers too
AH9TAY1A9V2OJ,1859602835,2.0,True,"06 11, 2013","There was alot of general mechanic knowledge, but not enough specific to the BMW. Acres and acres of areas not covered. I was and am not impressed.",nowhere as good as the clymer manual.
A2NJXY8O75W79Y,1859602835,5.0,True,"04 9, 2013","Excellent shop and How-too manual.  I have used Haynes manual frequesntly over the years and found them to be quite useful.  Recommend to the casual mechanic for simple tasks and in conjuction with other manuals for the more complex, in order to get a more complete examination of what is needed.  An excellent tool for your motorcycle shop library.",Haynes lives up to Reputation
A2TDR2SCVOPE85,1859602835,5.0,True,"02 25, 2013",Detailed manual well printed and presented.  I used to repair the brakes of my BMW R65 bike and help me  a lot.  Recommend it for anyone wanting to have a source of info for bike repair and maintenance.,Excellent
A2CABC2VCHJ6IR,4678615343,5.0,True,"07 18, 2015",This product seems to work well. Cleaned debris off the cushions before painting them,Five Stars
A29SS9WDWE9NZ,4678615343,3.0,False,"07 7, 2015","This is basically just pressurized Rubbing Alcohol - per SEM's MSDS.  I get equally stunning results with drugstore 91% Alcohol.  The key to great results is not expensive prep products, but in how clean you get the part before spraying.  My method for preparing vinyl for SEM color coat:  1. Scrub part with degreaser, then rinse. (I use simple green and a soft scrub brush) 2. Scrub again with dish soap, then rinse. 3. Repeat steps 2 & 3 as necessary until parts looks clean. 4. Wipe part with 91% Alcohol (you should be wearing gloves at this point) 5. Wipe part with tack cloth 6. Spray color coat  I get factory-like results every time.","Works well, but expensive for what it is."
A10DTNS6ELBR6Y,4678615343,5.0,True,"05 24, 2015",The only way to properly paint your dashboars,Five Stars
A1TPZC517PO2EE,4678615343,5.0,True,"08 25, 2014","REALLY CLEANS WELL, AS LONG AS YOU WIPE IT OFF, BUT NO PROBLEM KEEP ON CLEANNING GREAT PRODUCT",COMPLETELY SATISFIED
A3OH23ROZMIN5,4678615343,5.0,True,"12 2, 2013",Extremely easy to use . Great product would definitively recommend if painting leather interior pieces great adhesive best over all,Great product
A1MSHO5C6BO7LZ,4678615343,5.0,True,"06 19, 2013",I bought the prep spray along with the vinyl marine paint to resurface my seats on my boat and I am extremely pleased.  Follow the directions for prepping with this spray and then apply the vinyl paint and you will get coverage that looks like new and it has so far lasted a year with great results.  I has significant mold and other stains on my seats and I restored them to like new condition.  I would definitely recommend this product to anyone who has stained or weathered vinyl seats on their boat.,Used this when resurfacing with SEM Vinyl Paint
A330D5WEVCW75B,5927026354,4.0,False,"07 11, 2014","Loved it! First time I have had a rain suit for the Shovel Head. Rained for 400 miles and the only parts that got wet were my face, hands and boots. There was no rain blown up my sleeves or down the neck. Several commented on how well they could see me.",I'd buy another
A3VHUPTQSRNG6X,5927026354,1.0,True,"06 19, 2014","I thought I would really like it. The first time I used it, the leg zippers jammed, couldn't free them. Zippers and pulls are too fine for this use !!! Hassle getting warranty coverage. Will never buy any of their products again !!!",Chinese Quality control !
A1DPEPMEQ99K35,5927026354,1.0,True,"06 5, 2014","I used it just two times and the second time that I used it the water was filtering into my Jacket, when I got to my home I reviewed the Jacket to know why the water was filtering and surprise!!! The Jacket has some scratches on the PVC backing waterproof. I don't know how it happened because the backing waterproof is inside the jacket...",Quality concerns
A3BIQ4FIVBXHAN,5927026354,2.0,False,"05 7, 2014","Cons: When I opened the package I immediately saw defective stitching on the shoulder.  Not sure how this wasn't caught during quality control.  Cost me $10 in shipping to swap with the manufacturer.  Then, after first use the stitching that attaches the suspenders to the waist came apart.  Not worth another $10 to return.  The cuffs at the wrists are crazy-huge.  When strapped down to their smallest size the cuff is still waaaay bigger than my entire fist. Very unusual fit.  No way to get a tight fit around any wrist.  Pros: Comes with a nice storage pouch.  Bright colored.  Seems water to be tight.  Good venting in back + wide wrist cuffs = good venting.",I have quality concerns
A2ZB0D90H5PYJ7,5927026354,5.0,True,"12 9, 2013","The overall fit is superb and does not restrict body movements in comparison to the ST-6000 in the same size. I'm 5'9"" 38"" chest and 32"" inseam. Long arms.  The material is more flexible and lighter than the SR-6000, and the liner in the AS-3000 makes all movements easier. The huge zippered gussets in the legs make getting these pants on over boots a breeze, and the wider cuffs and velcro on teh sleeves also helped immensely. The SR-6000 was a pain in general to get on, especially if your leathers got a little wet before putting on the rainsuit. The longer inseam and better stirrups, plus the addition of suspenders, make movement in the pants a lot less restrictive. The set-and-forget adjustable elastic waist is a lot more comfortable than the permanently tight waist on the SR-6000.  I haven't worn this suit in the rain yet, but hopefully rain resistance is as good or better, given the price difference. The material seems to be the same as my Nelson-Rigg Boot Covers, and they remain waterproof after a year of above-average use.",Amazing fit and mobility!
A3V2ZD5WK6ZTQX,5927026354,5.0,True,"10 14, 2013","This rainsuit has kept me completely dry so far.  Very well built and seems durable.  Would have liked a storage bag, though.  Fits well, has good pocket storage throughout jacket and pants.  Excellent high visibility yellow as well.","Great rainsuit, reasonable price"
A2SXHP3384ER6W,5927026354,4.0,True,"05 12, 2013","This rain suit is just what I needed.  The material is breathable and has a mesh inner lining to help airflow.  The pants fit just right and have a reinforced rear end for wear and tear and reinforced inner legs for engine heat.  Here's what I was looking for and this suit had it: A full velcro flap on the front of the jacket. A velcro collar with a corduroy liner and a concealed hood Velcro cuffs A drawstring waist and jacket bottom Highly visible during reduced visibility rain storms The pants come with bootstraps to keep them down and zippers by the cuffs to allow ease in putting on and taking off. 3M reflective striping throughout the top and bottom Suspenders to keep the pant waistband up and under the coat.  If you get a one-piece suit you'll be most protected since there's no break in material.  If you have a two-piece suit you don't want rain coming in between the pants and the coat.  So it was important to me to find a set that had suspenders or a bib on the pants to keep them tucked up under the coat.  These do just that.  As for fit, I'm 5'11"" 185lbs.  I wear a medium in most clothing.  I wanted a suit that would fit over my clothes.  So I ordered a large.  A large on my frame fits over my jeans perfectly.  The rain coat fits perfectly over my leather jacket.  If I were to just wear the rain coat over my shirt, I would want a medium.  But because I always use my leather coat when riding, I needed a large size suit to go over my leather jacket.  The collar is the only snug part of the jacket.  It probably should be the only snug part anyway to keep rain from running down your neck.  Mobility is fine in the suit.  I can twist my torso and look over my shoulders with very mild resistance from the material.  Bottom line: This 2-piece suit is a good buy.  It has suspenders to keep the pants up.  It's high-visibility green.  It fits great over clothes and a leather jacket.  The inner mesh liner provides adequate breathability.  The price is reasonable compared to other competitors.  I have NOT rain tested this material.  But I'm familiar with the material in general and believe it will provide acceptable coverage.  The product claims to be seam-sealed so that no water will leak in.  If it ends up leaking one could easily buy some seam sealing glue from your local Camping store.",Exactly what I needed
A382NK99MFWI1T,5927026354,5.0,True,"06 26, 2016",Quality clothing. Keeps all water out.,Quality clothing. Keeps all water out.
A1078IUWJTSV73,5927026354,5.0,True,"05 18, 2016",good product would buy again,Five Stars
A2K721MOJ4CC97,5927026354,3.0,True,"04 23, 2016",Fits small. Order one size up.,Three Stars
A2ILF3400LSD1E,5927026354,4.0,True,"11 20, 2015",luckily I haven't had to try them out,Four Stars
AKPEYS7UKL9I7,5927026354,5.0,True,"07 10, 2015",Very nice and exactly as described,Five Stars
A24BPA2XVCBHPS,5927026354,4.0,True,"07 6, 2015","Bought one for my wife and me for a bike trip in June.  On the return we had 250 miles of on and off rain with one 50 mile downpour.  They worked very well.  Temps were around 75-80 so they were not too hot, but I can imagine in high temps and humidity they would get a bit warm.  We will look be adding more vecro around rhe entire cuff so you can close around your wrist completely. Other than that they work as advertised. Lots of pockets which is nice.  I'm 6'2"" 250 and I ordered the xxl.  The xl jacket fit well but pants where to tight in the knee area, sent them back and the xxl pants are good, jacket slightly on the large size but doable.",Works well.
A21WU4E46K96UU,5927026354,5.0,True,"06 23, 2015",An excellent rain suit with high-vis yellow colored jacket and reflective piping.  The suit has plenty of room to wear over riding gear and keeps you dry.,Great rain suit for sport bike riding.
A3EZ75BDRU6UNP,5927026354,5.0,True,"06 16, 2015",worked good in a hard rain storm did not get wet.,Five Stars
AZK3T1GZGR5BR,5927026354,5.0,True,"06 8, 2015","Well designed, made and thought out. Met all expectations and needs.",Five Stars
A3UNRNHQ3MDA5J,5927026354,5.0,True,"05 17, 2015","Great fitting, great looking rain Gear. A little thick in package.",I would buy it again!
A1LRNIUODXWIK4,5927026354,5.0,True,"05 14, 2015",This was a good value for the price and I am happy with the fit as well.,Always buy from these folks.
A1WB2M69SUXL94,5927026354,2.0,True,"04 26, 2015",I received the wrong size,Two Stars
A66OP0QE3B26T,5927026354,5.0,True,"03 5, 2015",Used under many heavy rains and never got wet. Works great. It's very comfortable. I would recommend this rain suit to a friend.,Works great. It's very comfortable
A2ZZJN8179DO5B,5927026354,4.0,True,"01 24, 2015","Like the colors, haven't used it yet!",Four Stars
A2EERG2HEFMYS6,5927026354,5.0,False,"10 14, 2014",Awesome product! Rain no longer stops me from ridding and I no longer have wet close under the rain suit like my traditional rain gear did.,Awesome product! Rain no longer stops me from ridding ...
A28IF69P30KO0X,5927026354,5.0,True,"08 29, 2014",Works well. Lightweight and water/wind proof.,Five Stars
A1SSV0K9KHF81S,5927026354,4.0,True,"08 26, 2014","Outstanding rain gear. I was in Newfoundland Canada on a motorcycle trip for 6 days (5 1/2) in torrential rain. Not a drop. Now for the rest of the story.  Be very cautious when zipping  the legs. The zippers tend to catch the material in several places when closing them or opening them. Take it easy and it works. However; if running into a sudden rain storm on the side of the road and trying to get geared up in a hurry, it could get ugly. Be patient. Having to put on the pants on the side of the road in unexpected downpours, with a stuck zipper, can really piss you off. I would highly recommend trying them on a few times at home in dry and warm conditions. It will save you  from having to use up some really great swear words for later use on knucklehead car drivers. Again, this suit does the job of keeping you dry much better than any rain gear I have used to date.","Dry,Dry,Dry, not a drop, nada, zilch. zeeero!"
A28T50BS2AUE9,5927026354,4.0,False,"08 25, 2014",less room than I guessed but seems to be made well. time will tell.,Four Stars
A18XJDJH2EF97V,5927026354,4.0,True,"08 15, 2014","This is my 5th rainsuit and the best made of all. Very comfortable, fits well, many pockets, good ventilation and love the fact that I can easily put my pants with my rainboots on because the zippers are very long.",This is my 5th rainsuit and the best made of all
A3IJVLHK7CSXK4,5927026354,3.0,True,"08 10, 2014","The suit came in a timely manner. It appeared to have all of the features that were advertised. I unfortunately had to return it as it was too small. I ordered the XXL. I am 6'6"" with a 50"" chest and 40"" waist and around 32-34"" inseam. The jacket had a lot of elasticity however when I put it on it felt like it was fully expanded already. The pants also seemed a little short. You should be good if you are below a 48 inch chest and under 6'4"".",XXL was too small
A3FVIJSUGO0UZR,592602532X,5.0,True,"08 25, 2012","Everything it says and more. Works great. Love it . Very happy. Shipped right on time. Works great on motorcycle in the rain, kept me perfectly dry in heavy rain going highway speeds. Awesome",awesome
A168ZGT0TNZOYN,592602532X,4.0,True,"12 8, 2010","Great value for the money. I purchased this rainsuit for the rain, as well as to use for cold-weather commuting. The suit fits true to size (I'm 5'4"" and 130lbs and the small fits great). The stirups and elastic on the ankles of the pants are perfect for keeping a tight seal to avoid water (or cold air) from entering. Additionally, the pants have zipper expandable sides to allow for putting them on over my boots. Another plus is the heat shield on the lower inside of the legs...don't even think about buying a suit that doesn't have these (I've seen other suits melt on the exhaust, and then they're worth nothing).  I'm not crazy about the jacket for cold weather riding, but it works great in the rain. The problems I have with the jacket are: I don't like the drawcord at the bottom (so I removed it, problem solved); the collar of the jacket is lined w/ corduroy or something, but it scratches my neck (this is the main reason I still wear my TNF jacket for cold weather riding).  I ride 365 days a year, as my motorcycle is the only vehicle I own. In the past I've used ski pants and a North Face Gore Text jacket, and they work, but not anywhere near as well as the Joe Rocket RS-2 rainsuit.",Excellent rain suit for the money
A1WH0CIWW5EOI,592602532X,5.0,True,"10 4, 2017",Very good quality in this product! Excelent relationship by price and result!,Five Stars
A3HRW7QFVSVKA0,592602532X,5.0,True,"10 3, 2017","true to size, great look and price.",great look and price
A3M4CVN2RT9T87,592602532X,4.0,True,"10 3, 2017",Just got the suit and it fit perfectly.  It matched the description on the web site.  I like the length of the zipper at the bottom of the legs.  I was able to get my boots through the leg with no problem.  The suit is lightweight when compared to some other rain suits I've had but it appears to be durable.  I also like the gathered fit of the jacket.  Very stylish!!!  I would have given the suit a 5 star rating except for the collar.  It is a bit wide and the velco doesn't reach far enough around to tighten around my neck.  Haven't used in the rain yet.  Will update after I do.,I like the length of the zipper at the bottom of ...
A1DLT4FSTCP6SJ,592602532X,2.0,True,"08 30, 2017","I was not happy with this rain suit, after inspecting it I didn't think much of the material. The fit was less than desirable. I guess I'm just hard to please. Or do I just want my money's worth.",I was not happy with this rain suit
AE85CT7GKP7AE,592602532X,3.0,True,"08 24, 2017",The suit is good only I had wanted green and black received all black,Three Stars
A3EXGXM512VOXJ,592602532X,1.0,True,"08 19, 2017",Very terrible product!! Bought for a trip down south and leaked through the pants and coat. If i could give no stars i would.,Very terrible product!
AMR503MVDR0QS,592602532X,1.0,True,"08 4, 2017",Too bulky not at all breathable,Not breathable
A3J4AHJ7T7GOPL,592602532X,5.0,True,"07 20, 2017",Use the sizing chart. It is true. Good looking product.,Good looking product
A2CDHF7L466QPA,592602532X,1.0,True,"07 14, 2017",Receive the item with a rip half way down the pants and ink stains on the jacket. Was looking forward to this item because I ride my bike to work and it rains about every other day where I live.,Receive the item with a rip half way down the ...
AGK23S2XQKRD3,592602532X,5.0,True,"07 11, 2017",Thank you,Five Stars
A3PHJB24W9WXLU,592602532X,5.0,True,"07 5, 2017","looks, fix and feel good, although I have not have the chance to use them, I'm looking forward to see how they work so stay tune",nice
A27V86XWRMW9DK,592602532X,5.0,True,"06 26, 2017","XL fit perfectly at 5'10"", 205lbs, 46"" chest and 32"" waist.  Thicker than I anticipated.  A bit harder to stuff into a small space, but I'm sure they will last longer as well.","XL fit perfectly at 5'10"", 205lbs, 46"" chest ..."
A1U4OPOKR0BHAN,592602532X,5.0,True,"06 20, 2017",Great suit for the price. Seems to be of good quality. I have no doubt it will be waterproof.,Great suit for the price
A2CT2XK8FGJ26G,592602532X,1.0,False,"06 5, 2017","Pants were ruined after first ride in rain. They are obnoxiously baggy which flap in the wind, thus ruining them and making them leak. Poor quality.",Poor quality.
APAT2F7VNTZB5,592602532X,4.0,True,"05 29, 2017",Fits OK and is good looking suit. Seems to be a good suit but have yet to use it in rain.,"Fine suit, good buy."
A2JQYZH1WOHN5K,592602532X,5.0,True,"05 22, 2017","Came Fast, Fits great...needed for the coming storms...got it quick!!! Wore it in a Hugh Downpour and came out of it Bone Dry!!!",FAST and Water Tight!!
A1HWEEGQMCAEOM,592602532X,2.0,True,"05 20, 2017","This raingear ripped on the first use. It kept me dry until somehow it split apart. The size I bought was plenty big so that was not the problem. I wound up in a training course soaking wet all afternoon. The material did not feel cheaply made or anything but somehow the stuff did not hold up to even a 4 hour long basic riding course. I would not recommend this for someone needing it to keep them dry during a real ride. I suggest you spend the money and buy something more durable, you may pay out more at first but you will save money in the long run",I would not recommend this for someone needing it to keep them dry ...
AIFK29RK2H3GG,592602532X,5.0,True,"05 9, 2017",Great product.. sizing was right on. I am 6ft tall and 220lbs and the XL size fits great. The pants go over my riding pants comfortably and the jacket fits over or under my jacket. It has been a long cold spring 40-50 most days and have been able to ride in comfort..,Great highly recommend
A3FYEF8YI8Z8MH,592602532X,1.0,False,"04 17, 2017",This suit sucks.  First suit I bought had visible damage so before I even wore it I had to get a new one.  Got the new one and went on a 1 week (7 day) motorcycle trip riding highway speeds and backroads and it rained 4 out of the 7 days.  The very first rain I got wet and every rain after that...they were worthless.  I met up with a buddy and he told me he had the same exact experience last year.  Don't waist your money.,This suit sucks. First suit I bought had visible damage so ...
A1IXFQPAO7LKI1,592602532X,5.0,True,"03 2, 2017","Just got it so I can only comment on the feel and look...and both are very good. It's not your lightweight, plastic rain gear. I got the 3X so I could wear it over outer heavy clothing but it's a little snug in the waist; I'm hoping there's enough adjustment in the stretchable waist band to let it out.",Substantial Feel
A1J1PU2UU4LHEV,592602532X,5.0,True,"01 31, 2017",Fits well and looks nice,Five Stars
A1MTZCLQQXG0GW,592602532X,4.0,True,"10 30, 2016","Haven't had it in the rain yet.  I bought a large so it would fit over my jacket, which was about right.  I am 5'9"", 165 lbs.",Haven't had it in the rain yet. I bought ...
ARHRDS3JUXNM9,592602532X,4.0,True,"08 14, 2016","good fit  so far so good though haven't been in a real down pour. that will be ultimate test. have to be cautious of pipes of cost, had a lil melting when i grazed it.  didn't go thru so held it own.",comfortable fit
A3BBKBI2FXIT70,592602532X,5.0,True,"07 15, 2016",Great item,Five Stars
A2CA4LJ5YGS9FG,592602532X,2.0,True,"07 3, 2016","Needs improvement in the leg zippers, and a hood will also be convenient (as other rain suits have).",Two Stars
A27UJX97YF43RR,592602532X,1.0,True,"05 14, 2016",Coat is defective.  Inner liner of left sleeve is not aligned (i.e. twisted) with the outer shell.  The coat unwearable.  I do not recommend this product.,Defective construction.
A3RTV53XL8LBQ8,592602532X,4.0,True,"05 12, 2016",I road for 3 hours in consistent light to heavy rain last weekend and was bone dry when I got to my destination.  It looks like it should hold up well but only time will tell.,It looks like it should hold up well but only time will ...
A4TQYZPJ1V8M6,592602532X,5.0,True,"03 11, 2016",Only have had it a few weeks but living in Portland we get more than our fair share of rain. Combining this with my boot covers and gloves and I stay completely dry. Also I wear it on cool mornings to help with the wind. Easily fits over my riding jacket and pants. Extremely happy with the set.,great suit
A3FVKRE7PMCX8Y,592602532X,5.0,True,"03 5, 2016","This rain suit is really well constructed. Water tight and was a life saver on a motorcycle trip to Sturgis and Yellowstone. My buddy had a Harley rain suit that cost way more, but this suit was far superior. I definitely would recommend it. I rode two days in hard rains and stayed dry and warm.",This is a great rain suit.
A1IDF5FW90HN4H,592602532X,3.0,True,"02 29, 2016",A little small but works good.  Great for winter it is warm.,Three Stars
A2GG8237C3I2FX,592602532X,5.0,True,"07 7, 2015","Excellent shipping ordered this on July 5th and received it on July 7th. The jacket fits good but the pants are little to long but should not be a problem This is a good quality rain suit, it's thick and very sturdy The jacket is snug around the waist I thought it was a women's XL but after some research found out there made that way Well worth the price",Excellent shipping ordered this on July 5th and received it ...
A35GU41J0SW00Y,592602532X,1.0,False,"11 5, 2014","Product seems to be made of good quality material, but the sizing is way off and about 4-6 sizes larger than U.S. sizes. Too risky to order considering the cost of returning the item if it doesn't fit. The company was good to give me a refund, but still not worth the risk.",Sise is off from U.S. sizes
A3ECNJ1N7OQ942,592602532X,4.0,False,"10 12, 2014","Great suit, it keeps you dry. But, I ordered one size larger, that was unnecessary.",Four Stars
A172TQIEIBRU6,592602532X,5.0,True,"09 3, 2014",It fits and works well keeping the rain out.,Five Stars
A2JX0M2DDRR9TB,592602532X,5.0,True,"08 21, 2014","Bought as a gift for my 18 year old son who thinks he's pretty cool! He loves it!!! It keeps him warm and dry, but it is lightweight and comfortable. It is so nice that he doesn't feel 'uncool' wearing it! He will pull over to put on his rain gear before any of us, so he must really like it!",... for my 18 year old son who thinks he's pretty cool! He loves it
AOCC4AACKQI3U,592602532X,3.0,False,"07 29, 2014",Wish it had come with a hat.,Three Stars
A2S83TRVZHGHPN,592602532X,2.0,False,"07 4, 2014",Mediocre,Two Stars
AE8STV069S1GD,592602532X,4.0,True,"04 20, 2014","I have only tried it on haven't put it to the test yet under any rainy conditions. I purchased it to use at a golf Tournament. I have used FroggToggs in  the past and was very happy with them, but this time i wanted something more and this seemed to fit the bill. I did not notice it came with no hood, Might have changed my mind if i had noticed, and the fact it has elastic in the back makes for a kind of snug fit which remains to be seen when i use it for the first time which will be in a frew weeks At my next golf tournament. So i will withhold my appraisal till then",Hasn't been put to the test yet....
ANO6Q6EYNPH96,592602532X,1.0,True,"03 15, 2014","In the second time when I use this rain suit, Pair of pant had holes and i got wet, I was te my money with this suit",Bad Quality
A3KDHYRMGG1U23,592602532X,2.0,True,"01 9, 2014","I was pretty excited getting this suit. The size is ok, design good. BUT! The fabric itself is NOT waterproof. What makes it waterproof is the inner rubber layer. Only after 3 or 4 uses the inner layer started to peel off from polyester fabric, leaving non-waterproof areas. What's happening durina rain is that all water that bids from waterproof areas are running inside the pants where the non-waterproof areas are!! This is the second pair of this type of water of protection pants I have and both times it starts peeling in the crotch region, so all the water runs inside my underware. So, while your legs are perfectly dry, your undeware is soaked in water. I am trying rubber pants now, like Helly Hansen Voss pants. I hope those will work... As for the jacket, I haven't wore it yet, but I am fairly sure that the same problem might appear :(  UPDATE 3/5/14 The pants became useless in rain because the lamination peeled off in crotch region and all water runs inside. I bought Helly Hansen Voss pants and was not dissapointed. Voss is trully waterproof!",The inner waterproof layer peels after couple uses
A7ZPOEBQ6QOUU,592602532X,2.0,True,"11 22, 2013",The pants are great and I am using them but the jacket is way too short! The elastic belt of the jacket is way to high to be comfortable,Careful with sizing- the jacket is too short
AP407VACMQGOJ,592602532X,5.0,True,"10 22, 2013",Fits true to size.  Kept me dry on my bike during those unfortunate times.  All in all I am happy with my purchase.,Just what I needed
A1488JJI1XI313,592602532X,4.0,False,"08 4, 2013",This has come in handy on several occasions. The suit works very well. It doesn't flap around in the wind. It has a vent on the back that is adequate but not great. The jacket has a liner but the pants don't. It would have been nice to have. Overall I am pleased with my purchase. This is a great rain suit for the price.,Nice and dry
AP7AB5COY37XC,592602532X,5.0,True,"07 30, 2013","got the product,  find out that the pant were kind of to large for me but the coat fit perfectly. so i bought the medium Joe Rocket RS-2 Rain Suit and the pants fits me perfectly.  the rain suit is use for bicycle when raining.  the suit is 100% waterproof,  but have to put some very warm shirt under the rain suit when it is cold weather.  i am very happy from the product,  i would recommend this rain suit to anyone that is sick and tire of getting wet from the rain. the velcro ajusting on the coat is really great, does not let the rain go in the coat.  great product.  Sincerely,  Steve",Joe Rocket RS-2 Rain Suit Large
A1N3L2RXG71BNX,592602532X,5.0,True,"07 5, 2013","This thing keeps me completely dry in the Florida rainstorms. I just wish that A-I could get smaller pants as I'm only 5'4 and B-The pants totally unzipped to make it easier to put on with boots. It does get you warm, but I was surprised at how cool it keeps you while riding. That was a nice plus. I highly recommend and the material is really nice and you will be seen at night in this.",Keeps Me Dry and Then Some
A1GEQIJ3OGL9DN,592602532X,5.0,True,"07 1, 2013","I rode my motorcycle into work this morning in the rain.  It's about a 30 min drive and this morning it rained the whole way.  This suit kept me dry (except for a small part under my right knee, weird).  I'm very impressed with this suit.  I like the looks of it and the heavy duty feel to it.  I wish there was a pocket on tge pants but everything else is amazing! Thank you for this great rain suit!  I'm very happy with the price and the product !",Works great!
A2WCZ1UGR6NQMP,592602532X,5.0,True,"02 18, 2013",havent had the chance to use it yet hoping not to but in case i do i know i will be ready,rain gear
A2UDT8QEXGE066,592602532X,5.0,True,"11 4, 2012","The item arrived earlier than expected and was just as described in the product description. I haven't had touse the rain suit and I hope I never have to. It's the type of thing you buy for ""just in case."" The price was right as well.",Joe Rocket rain suit
A33JABAIRL4XOO,592602532X,3.0,False,"09 9, 2012","Fit is good, but when I tried on the jacket for the first time the seam inside the left sleeve of the liner tore open. Apparently quality control missed the fact that the seam was not completely sewn together. Other than that the quality appears to be pretty good. I haven't had a chance to use it yet, but I think it will work as intended. I ordered the same size I would if I were ordering a regular jacket, and it has plenty of room for a jacket underneath.",Not bad
A3BQELH6EKZKI0,6095006929,3.0,False,"02 25, 2013","The shipping was fast but it was very hard to place it on the wall, it took me a long time. I even looked it up on YouTube to learn how to do it because it doesn't come with instructions but that didn't help. the paper kept sticking it itself and also a part of the design didn't match the original picture, I had to cut it to fit together. but that wasn't a big deal for me. I love how it looks and it sticks perfectly to my wall.",looks nice...
A340V7IT098YPF,6095006929,2.0,True,"02 19, 2013",It does not stick very well to my wall. it keeps peeling off.  I might have to take it off the wall.,Did not stick very well at all
A2CFGEZBUMPS06,6095006929,1.0,True,"02 19, 2013","Do not waste your money on this product! It is hard to work with from the start, and then it hardly sticks to the wall. Mine started loosening and falling off within days. This product is crap!",Worthless.
A245G62BIJ7WCN,6095006929,5.0,True,"01 28, 2013","Very girly! Easy to put on, just make sure you have a credit card to go over it once its placed where you want it.",Cute
A1OMOLT1XYPOQA,6095006929,4.0,True,"01 19, 2013","I bought this product to go on my bathroom wall.  It was shipped and delivered to me very quickly.  There were a few design details that did not match the original picture, but did not detract from the overall design.  It was not very easy to get off the backing and place on the wall.  I really needed another person to help me and could not have done it alone.  The design kept sticking it itself and the paper backing was cumbersome and we ended up cutting it away as we went so it was not in our way.  Now that it is up on the wall I really enjoy it and it looks good in the bathroom.",Looks good but not easy to use
